Gene,Exp
SH3GL2,6.684518
ARRDC1,4.028415
B4GALT4,8.146239
LOC389827,1.957415
POLR2J2,1.808979
KIAA0408,4.038978
LEPROT,8.13711
DGKA,1.758175
DIAPH1,6.357393
LOC649516,2.537829
APOBEC3D,1.407859
MAFA,4.595971
CD151,6.812583
FAM18B,7.54613
FLJ20558,5.661643
C1ORF53,5.143686
FLVCR,7.293342
DDIT4,8.426525
FSHR,1.908491
C20ORF85,1.448462
TBC1D7,8.659913
ARSD,1.869409
LZIC,4.459171
LILRA3,1.179673
BANK1,2.482396
SMEK2,6.889428
VCL,2.514983
THRA,4.121046
IL21R,2.509245
IRAK3,3.385331
G6PC2,1.522531
LGALS7,2.250686
FOLR1,4.247609
MGC33894,1.624152
VIL1,2.906565
C9ORF88,8.26424
JMJD2C,4.029341
CENPJ,6.694232
MTL5,4.081548
WNT5B,2.068186
LOC643940,9.623023
RAPGEF4,2.859442
CTF1,2.469037
TNFRSF6B,2.079282
ANKRD12,6.002515
CNTN1,2.964424
ASPSCR1,4.797352
CSF2,2.169393
OTOA,1.832724
ANK3,5.552348
APEX1,11.16941
MEF2A,4.423745
CYLC2,2.362716
LOC649588,2.646929
CAMTA1,4.318255
C14ORF156,12.367623
UGCGL1,1.666134
ARHGAP25,1.671109
ESRRG,3.534217
METTL6,4.994333
EGFL9,2.301537
SCRN2,3.64384
SNRPN,1.834201
ZNF326,6.152327
KLF7,2.656503
BTK,2.838895
LARGE,8.654104
AGPAT5,7.917282
LOC116143,6.9147
HTR3A,3.809377
GUCA1A,6.910545
FLJ43860,1.648175
TCP11,3.001001
MATN4,1.591761
KIAA1160,6.381435
SGPP2,1.942451
CPT1B,2.908214
MANEAL,2.535303
SLC22A12,1.795617
PRKCZ,1.71901
TBC1D13,6.312621
PTK7,6.828584
SP3,2.137824
ORMDL3,6.057685
WNT11,2.037446
ZNF248,4.353445
RANGAP1,9.509847
DCTN2,9.869489
ING1,6.539859
PARP6,1.7001
MDP-1,6.297719
LASS1,1.824074
IL28A,1.6395
RABL3,5.987968
VPS33A,7.309043
CCDC59,9.306136
ANXA7,1.903181
CNNM3,6.888876
PDSS2,8.453561
DNAJA3,8.968252
ZNF358,7.383763
MX1,6.697943
LGR6,1.352129
AARS,11.060939
GFRA4,3.105598
ZNF265,7.562495
ASPHD1,4.450452
LRPPRC,7.67932
COX7A1,4.451881
AP2S1,10.264513
OPA3,1.978987
SOD1,11.219232
FCER2,2.188789
C10ORF35,6.975793
HTN1,1.341324
LOC652924,6.000164
CLDN18,4.093104
CRSP3,2.105817
GDNF,1.879644
LOC392395,1.818651
AKR1C1,1.584948
LOC652461,2.689751
IL8RA,2.262728
GALNT10,2.947152
C1GALT1,6.677037
C9ORF111,3.788345
SQSTM1,8.879007
TFPI,7.009421
LOC653423,1.9644
PUS1,9.393081
APC,2.34185
ADAM2,1.706532
FLJ20294,3.85161
USPL1,6.309147
PKN1,2.730566
SEC24B,1.91204
COL4A3,2.736148
OTOP3,2.010852
OR5K2,1.742292
ACSM3,4.997817
EDG4,7.815137
EVI2A,2.915065
LOC133308,2.725353
ZNF208,2.020108
C10ORF68,1.461645
GPSM3,4.62303
ZMYM3,3.729501
MADCAM1,2.487156
WFIKKN2,3.11568
PLEKHA1,8.199445
CD53,1.647724
GPR160,5.779145
C5ORF14,5.526456
FLJ11151,2.577064
TSLP,1.544465
RP11-450P7.3,1.617584
ANKRD13D,2.383484
SFXN3,2.558899
CTAGE5,1.820447
LMO1,3.723767
LCP1,7.599703
UBE2I,2.390652
C1QTNF7,2.009258
PON1,1.814158
C1QDC2,4.237124
EPS8L1,2.542898
ZNF687,4.453572
CCT7,9.534848
GRHL3,3.761439
COLEC10,2.367251
PSD2,1.757073
CD82,4.195064
STOML2,10.50447
HIF3A,3.066769
LOC132203,2.341194
FNDC4,5.51665
TMEM129,4.47614
SREBF1,6.485289
LRRC4C,2.361663
SDC4,7.474796
FLJ41821,1.548687
CCDC67,1.77981
MGC33556,1.736735
LFNG,7.907256
LOC440925,2.120155
CITED2,9.107722
UBE2B,2.798742
SPTB,2.244385
TTLL12,8.277566
RASGEF1C,1.47202
DSC2,8.189067
LYST,2.032006
ADCK2,7.220204
CLEC12A,2.474648
NOMO3,6.948786
ZNF238,1.390251
DDX31,2.080293
ZNF174,5.108955
ZNF337,5.413188
MATN3,5.956788
LOC442582,2.70728
PROCA1,3.448986
PLEKHA8,2.534204
MCM7,11.114269
ITIH5,1.998856
MRPL22,8.217368
KATNAL1,2.047189
ATP6V1C1,3.335767
EPHA10,3.019956
ZNF702,5.058352
SOX6,1.598806
OTOF,2.837011
RPH3A,2.509515
CCDC62,3.394653
FBXL15,6.713656
TRAF3IP2,5.22354
GEMIN5,6.352852
CDC20,10.561463
CAMK2B,1.736818
TIMP4,5.699651
LARP6,6.668898
SURF1,7.593965
MGC35206,2.645438
RGR,1.902468
MED12L,2.864478
EFCBP2,2.598479
LIN7B,5.305961
SORBS1,3.740631
HNRNPA1,8.498562
HIST1H2AI,2.114101
PKP1,1.916145
TLK2,8.007365
UBR2,6.699772
MXI1,1.610326
WHSC1,2.051348
COX5B,10.985666
SLC24A3,4.246439
RIC8B,5.089172
CLYBL,6.240977
B4GALT7,7.314862
TCF2,1.65707
FTCD,2.902961
DPP6,2.06936
BBS5,1.989515
RNF123,5.761277
DNAJC7,8.549938
ELMO1,4.849526
MAOA,5.277851
DMXL1,2.80162
MTUS1,2.813809
MRPS10,8.612166
FLJ46082,2.237213
FLAD1,8.353046
HEPH,1.811297
SLCO3A1,3.161776
PCDH21,3.08018
LHFPL3,3.624303
DNAJB5,4.726134
SLC13A4,2.979017
BTNL3,1.620458
ZNF442,4.712952
SIX2,1.46419
WISP3,2.161333
EPB41,3.599347
KLK3,1.887514
MIST,1.881775
UNQ1940,2.990651
LOC130940,2.297984
SMYD5,3.442509
ZNF286,7.776122
TGFBI,7.634787
MMP13,1.416465
ALS2CR16,2.915719
ARHGAP9,3.618929
TFF2,1.886724
TH1L,8.063591
LOC441233,2.099697
LOC652020,2.18358
CNNM2,4.299814
PDLIM4,1.21988
MAGI3,3.022873
WNT8A,1.623735
ARSF,2.044153
AGL,5.466745
ELF1,7.409357
CANT1,7.271543
ARHGEF18,8.827176
APOB,6.056647
PXMP4,4.485461
CENPB,8.574124
RAB1B,5.38791
CACNA1E,2.593701
SEC22C,6.846933
BCNP1,1.507736
ERGIC1,7.112179
TNNT2,4.419545
LOC286076,1.620083
P2RY13,2.520584
FASTK,6.47148
LOC645849,2.493332
RFFL,1.655268
PTPN6,4.463119
FAM29A,2.355088
IZUMO1,1.951362
BXDC1,9.473797
SLC25A11,5.951818
CUGBP2,4.933786
ATXN7L2,5.349772
MFN1,4.399474
NKIRAS1,6.164765
TIMM23,8.734109
BCL2L14,2.031499
ADAM28,2.063278
C20ORF12,3.768236
MDS032,2.798091
MGC40069,2.413917
EPHA1,9.054588
WBSCR28,1.693455
C9ORF75,4.578046
LOC440570,2.228469
ZNF415,6.336655
LEPRE1,6.724181
HTATIP2,7.397593
CCR9,2.953109
SLC14A2,2.049451
CEACAM1,2.932375
PNPLA4,2.905513
SGIP1,2.204356
FLJ40288,1.791753
COQ6,3.60323
DHTKD1,6.13401
MEIS2,2.315468
TCF3,8.677284
TAF1,4.039323
TP53BP1,7.608071
ALG5,7.506633
ONECUT2,2.859187
PTGDS,1.835581
KLHL9,7.769883
FLJ46688,3.039186
CRMP1,2.674379
KNTC2,6.641272
CENPF,8.350521
P2RY13,2.335527
USP11,7.302197
UBE2I,3.715433
IFIT3,1.667602
DYRK1A,7.442683
FLJ33360,1.163396
PROZ,1.750323
DLD,8.069331
MICAL-L2,2.362908
C1ORF95,1.911402
NRIP2,1.620698
INPP5A,7.758775
FAU,11.876011
CHEK1,8.683213
ADAM28,2.566773
MED4,7.883915
ATG16L2,3.760704
NSUN6,3.497299
IGSF4D,3.031854
DNA2L,6.570832
UNC119,5.242528
FLJ14816,1.57199
LOC440686,4.681687
CYP51A1,5.787438
C10ORF72,1.804361
SLC25A25,1.43809
TMBIM4,9.491421
KPNA4,9.233572
HSPC196,6.323788
OR5I1,1.602373
ATP2B4,4.51934
C11ORF49,4.164208
KIAA0143,8.072377
FBXO18,2.679853
GRHPR,7.157911
WSB1,7.476739
ELK4,2.589107
TAOK3,2.4644
FBXO33,7.250639
ARP10,1.847754
MRPL50,8.952682
PPP1R14C,1.838021
ID1,9.982883
CTRL,2.999389
CACNA1G,1.747973
NALP2,4.494393
RPSA,3.22132
IL11RA,6.095092
KCNK9,1.855853
C19ORF12,6.886436
PPP6C,9.286211
FLNB,8.982327
ZNF599,3.210423
GTF2E2,9.197167
ZDHHC16,2.809583
SSU72,10.608424
KIAA0284,3.606133
MINPP1,5.749366
CASC3,7.886313
LHX3,2.091402
NPR3,1.374701
KRT14,0.996082
RBMS3,1.95215
KIAA1840,7.953226
TCHP,3.338891
SERINC3,3.524574
C4ORF14,8.645675
NELF,6.409716
PTGS1,3.089871
ITGB1BP1,4.701548
C6ORF89,3.331113
CD36,1.450126
RBBP6,1.881949
LOC647141,1.665671
FCRL2,1.488203
RORA,1.645241
OPN5,1.572142
SUMO4,1.735335
ZFP260,7.466118
C10ORF85,1.670729
LOC441426,1.309788
RCD-8,8.109491
C3ORF34,4.255276
LTBP4,6.279304
CRTAP,8.731465
UMODL1,2.666384
RIMS2,4.982827
FLJ25996,2.467945
SPCS1,10.912719
LOC644529,2.593887
LOC653795,1.760848
AMPD3,1.283592
STH,2.984711
NRTN,4.139523
AMT,7.929275
DIABLO,6.101462
EPS15,6.068052
FXYD3,1.80712
COL9A1,2.235789
SH3BP5L,6.018567
ZNF445,2.584813
ZFP91,8.270648
RPRM,8.557832
GSDMDC1,6.919515
GPR30,1.44682
CYP2E1,1.617726
NOL6,5.105125
ROBO4,2.159918
DCUN1D3,6.770866
CLEC4C,1.913977
FLJ22671,2.763281
KIAA0020,9.338168
SORCS1,4.27614
C10ORF12,4.113211
ERRFI1,8.884148
MGC4677,1.474772
STAMBP,1.892853
TCEA2,7.411001
SKP2,10.152901
CADPS,4.478097
BRF2,7.514479
USP15,3.822915
CDK2,7.980588
PLIN,2.014499
WDR5B,2.908497
CD180,2.284436
C21ORF13,1.772728
C11ORF17,1.886067
EPO,2.896482
PEX10,2.351785
IL15RA,2.311437
FAM38B,2.276269
ACTN3,7.409013
EFNA4,6.984417
MGC35043,2.090447
EIF2S3,10.180029
ABCB10,6.689504
UFD1L,3.552572
FLI1,1.743944
LOC149950,2.236488
DCC,1.593198
BCL11B,5.539269
MOSC2,4.285327
ITGA2,5.380667
CSE1L,10.329794
OR13C2,1.962367
MGC40222,1.715757
CLPTM1,8.339869
ID1,5.769431
SLC25A24,1.702531
CFHR4,2.925802
CA10,2.148228
UBE2V1,3.631113
IGFBP4,7.860715
ANGEL1,6.166269
DST,2.035345
REP15,3.003506
WDR61,9.307373
LOC390243,1.563935
KIF25,1.798887
LASP1,11.05655
HYAL2,3.169822
THEM5,1.33469
MAP4K1,6.956312
ACBD3,7.698079
GAB2,6.166041
FTS,4.913121
ERCC8,1.776335
SILV,8.928726
BCL7A,2.541691
HS3ST4,3.397155
WASL,9.142616
TRAPPC6B,3.423452
ADNP,5.314904
TNFRSF10D,3.334341
NUP214,7.392684
C7ORF21,8.162118
REEP2,5.27984
PTDSR,1.648317
CD8B1,1.55081
ARHGEF4,5.112883
FLJ20718,2.972372
TMEM10,2.198725
ACSL3,6.45549
FMR1,2.399417
MB,2.649675
YTHDC1,2.923334
LOC653281,1.932961
OR8A1,1.892666
NBR2,3.785255
TCF20,2.720141
CECR1,4.474624
IL22RA1,2.07873
TP53I13,6.77581
HIST2H3C,3.016569
KLK13,3.807695
DCTN5,8.450432
VDR,1.710393
GSDML,4.771074
C14ORF106,8.51999
ANKRD19,2.964124
PHACTR3,1.909231
IL17RC,2.403119
HMGA2,2.909626
AMFR,4.282732
CTSZ,6.573298
COX11,2.616077
CDKN3,7.11677
LOC402055,5.532762
RET,2.513473
KCR1,4.290875
ZPBP2,1.265592
SLC23A2,2.693327
FOXN1,1.411885
COQ10A,6.785204
ATP5H,11.315984
TRIM56,5.493937
MAGEC1,2.531175
STARD13,2.378115
CALM3,11.335769
WNT4,3.223034
RING1,8.488815
PSMB6,11.274284
LOC648293,8.851742
CAMK2A,1.598281
LOC162427,4.142754
STK3,7.380166
ROBO1,2.757913
QP-C,10.820106
SP2,6.140017
CCR10,2.417816
CRK,6.899131
FLJ10159,4.605086
DENND2A,5.802192
SKIV2L,7.638369
COL25A1,1.595845
PITX3,1.681308
VSIG2,2.127517
DUSP14,6.924104
ZNF75A,4.629959
SLC25A19,5.879171
LOC654229,2.376543
TTC10,2.566402
IRF8,2.867617
HSPB9,2.146743
PIK4CB,6.510572
NARG2,4.321535
RABL2A,3.927276
KIF17,3.96865
VPS52,6.988908
FAF1,7.204357
RPS14,12.829108
BTBD3,2.432688
KCNK2,1.828446
COL23A1,4.484893
RBX1,9.914923
ACRC,2.868157
WHSC1L1,2.356844
ZNF586,7.691109
C3ORF32,2.88037
RBM15,7.858251
C9ORF72,3.57073
PPP2R5E,9.31149
C21ORF90,2.413756
CACNA1C,2.986435
KCNQ2,7.263039
SHOX2,2.330709
SYNE1,1.492757
PHLDB1,7.910972
KRTAP23-1,1.371355
FLJ45717,1.749941
FLJ12716,5.454255
KRT17,2.836237
TRIM62,2.405161
DACH1,2.924373
ATRX,4.75668
KRT25D,1.519578
FLJ25801,7.510031
CSPG4,2.88037
GPR114,6.481673
SLC17A6,1.410363
GAB1,1.861901
PINK1,5.325094
ASH2L,9.141021
GRIK2,1.812369
NOL1,2.292786
INS,1.724986
TEC,2.230319
PLD3,9.013482
GCNT2,2.137958
FAF1,7.546516
ACE2,2.576855
HSBP1,9.569649
PDPR,8.828739
LOC653827,1.134931
DDX48,10.517727
PRPS1,8.531864
CLU,1.955766
HSF1,5.009135
ZC3HAV1,8.525624
SPTBN2,5.59804
AP3M1,8.032832
PRM3,2.269462
FBXO7,6.046029
TMEM61,1.930649
FBXO9,2.56543
RPS6KL1,3.192472
S100A13,3.552137
NKX3-1,3.437691
PDCD8,1.402388
SQRDL,1.64316
WDR51B,5.120837
MTX1,7.801031
SLAMF8,2.571446
PDE1C,1.415992
C21ORF59,1.592183
KIR2DL3,1.619173
INPP1,5.038464
SDHB,9.47681
MAPK3,7.034424
PJA1,1.872839
PCBP4,2.81788
SLITL2,7.632909
LOC201229,2.338226
RANBP10,6.32339
LPPR2,4.422271
LOC113386,6.049116
LOC129285,6.121132
COPZ2,1.644262
GABRB2,1.697301
CAMKV,9.009118
OR13C8,1.942122
C9ORF100,3.68081
EPB41,2.870348
SLC25A20,4.449617
DEGS1,8.737678
HYAL3,5.007487
LOC402110,2.893543
LOC441208,1.968133
MIZF,6.517084
LTBR,5.122025
LOC653716,1.542526
TTN,2.149859
FLJ38663,5.660339
SPINK5L2,1.553746
IFRD1,6.917446
ALDH3A2,4.753269
IL31RA,1.721999
LCMT2,7.277401
DUSP26,4.350172
PARVB,3.72614
KLF10,4.520214
EGLN3,4.986706
ACACA,1.741657
RAD51C,2.116498
C16ORF46,1.892112
EXOC6,2.160189
PTGIS,5.593943
SPCS3,6.262666
HRASLS3,10.374316
TMEM101,7.985246
MGC33600,1.554874
DNAHL1,2.257459
ANKRD33,5.183586
SLC4A5,2.000093
LOC649387,1.96354
MC3R,1.51197
DMD,3.10595
GRB10,2.179142
C21ORF100,2.125787
PPFIA4,3.289009
OR56A1,1.926768
MLKL,4.575753
HOXB6,2.795145
C14ORF130,7.600992
CMTM3,3.518618
XAGE5,1.256036
C12ORF52,7.307596
THOC5,7.895255
BCL11B,1.675362
TNS3,8.284577
NR2E3,4.118521
TRIM67,1.718794
BRDT,1.004112
SPATA18,3.938172
CACNA1S,1.353365
AMD1,8.927742
KBTBD4,2.224033
LOC643866,2.021849
SLC25A13,8.40797
EPHA5,2.230489
CRH,5.021818
GYPC,6.523761
FOXA2,6.630549
SAA4,2.172047
FCN1,1.470508
RBED1,3.233469
PCTK3,1.374282
PGAM2,2.63351
STK25,8.379005
ESAM,3.030739
LOC203413,1.816918
A3GALT2,1.707581
MYRIP,3.037087
GSTM1,7.09407
PCDH9,2.016947
DGAT2L3,1.742612
ZNF483,2.804255
HNRPF,5.5083
LMTK3,7.740612
KCNB2,2.003106
PHEX,2.047393
TMEM52,5.278739
LTC4S,1.299714
FLJ12681,1.440537
ZDHHC18,5.868276
BLK,1.324522
HYAL2,7.553769
LOC163131,2.16796
SLC2A9,1.763975
SYNGR1,2.07841
MGC22001,1.902969
C9ORF77,4.027034
OAF,5.122604
TAF6,5.222171
CDC37,11.507161
ITGB5,10.869035
SFT2D2,2.777389
LCE1E,2.631217
PDCD8,5.800465
FHL2,8.481101
WASPIP,4.70758
ABCA9,3.039957
TRIM36,2.63906
PRTN3,2.530795
KIAA1609,3.394959
KIAA0922,6.926941
LRRC47,7.785694
CWF19L2,6.905985
DDAH1,7.13311
GLYAT,1.951199
PIP5K1C,6.837637
LIM2,1.129582
NR3C1,2.292204
UROC1,2.365142
JOSD1,5.988292
C1ORF181,7.453166
RGS10,5.284597
LOC645562,1.864859
ANUBL1,1.654706
KCND1,4.173415
STON1,2.989957
HPX,3.806279
ASAHL,5.757185
TTC13,2.209033
RBPMS,2.323552
KIAA1467,5.90193
FBXW7,6.243545
TBC1D10B,4.693236
MYCBPAP,2.168106
FLJ38973,3.350017
MLL,5.733108
SNF1LK2,3.682861
CCND3,8.090083
NFYB,4.439399
ARSB,1.638624
PCQAP,4.480074
FLJ20850,3.919818
HAS3,4.688692
ROPN1,1.910106
PRKAA2,3.449291
GPR17,1.803889
FLJ30990,2.61158
C22ORF18,7.007779
BATF,2.197681
HBXAP,3.558212
ACOX1,2.995432
WWP2,1.455193
PCSK9,4.454745
LOC343066,2.289225
LYPD1,3.755621
SLC2A14,6.392988
HECTD2,4.365682
AKR1C4,2.248008
OCLM,2.12652
ADRBK2,1.779607
MAP2K3,2.148955
CIDEB,3.119653
C14ORF48,2.632886
KIAA1446,4.663473
USH1C,1.424858
MIXL1,3.558545
DNAJB14,4.148019
ACVR2B,6.315968
MGC29671,1.976089
MGC21644,1.828737
C1QBP,11.531123
CD8B1,1.32909
XPNPEP1,8.63423
FHL5,1.278971
LYST,1.749249
NCOA1,7.391553
FOXQ1,6.056126
HSZFP36,5.099211
RUNX2,1.491386
MIPEP,6.706285
ZNF672,6.911482
ATP5G2,4.932488
ATF5,6.722613
WNK4,2.974896
FUNDC2,1.552253
LOC644376,1.909832
OR52N4,1.379998
NARG1,7.197134
PTPRR,2.638155
IL4,2.218485
FLJ13639,2.678885
RASSF5,2.056258
ABCF2,6.313849
CNOT1,9.676296
BZRPL1,2.227193
SRPK2,3.051568
ADRA1A,2.994569
P2RX2,2.75716
CUL2,8.255974
ANKRD49,6.345067
PPT1,9.840157
ZNF16,4.535616
CLN3,6.669239
YWHAZ,4.590578
UNQ9438,1.572791
KRT2A,1.696636
YAF2,6.21867
BRPF1,6.71339
RHOT2,8.154152
GPR77,2.326513
MATK,4.74149
BACE2,4.424681
RUNX1,1.852008
LY6G6C,1.936334
IGFBP6,7.378737
TGM4,1.655098
PPP2R2B,1.94146
TTC10,4.696745
RFX4,2.238265
FLJ11259,6.01655
AP4B1,6.704735
LONRF3,1.317395
CPLX2,2.497279
PPP1R13L,5.394583
EI24,9.830016
KISS1,2.868461
VSIG4,2.15582
CHGA,6.700857
NEUROD1,1.557387
KIAA0913,7.653746
ZNF326,1.513036
KCNJ14,2.232206
PYHIN1,1.559725
NME3,8.941687
FLJ23588,2.507082
JMJD2D,2.857189
PCDHA10,1.866663
MEST,7.608689
WDR6,9.951454
LOC442424,2.296995
OSBPL10,8.410574
E2F3,8.920716
ZNF229,1.760193
PAF1,7.016497
ZNF193,5.930818
FOS,7.588618
LOC646480,1.525166
MAD2L2,11.456704
UBE2E3,7.527956
FAM48A,7.291024
LOC647881,5.166153
RNF126,6.855027
ILF3,9.395605
2012/03/02,3.096951
SUV420H1,6.7487
DENND4C,6.757132
PHKG2,5.269354
GRB10,7.760985
LINS1,1.822698
GPR142,1.467364
GLRB,3.244933
ACP1,9.086784
NUP85,8.534592
PKD1,3.750467
PDLIM2,3.470235
KCMF1,6.296505
TNRC5,7.235816
ZNFN1A3,3.202302
FLJ38451,5.327636
KPNA5,2.786148
TNK2,7.300108
TMEM108,5.937796
MYH7,1.752219
GTF2IRD1,2.011537
PSENEN,5.255262
LRRC61,5.366254
WAC,4.36845
SPFH2,4.108538
RAD54B,1.380266
UNC13B,5.759714
PDIA3,1.902886
LRP1,3.248509
NUDT14,7.725571
CYP8B1,1.545881
EYA2,2.077583
CACNG7,4.508662
ESD,5.406611
C6ORF192,7.56673
APS,4.983356
CHAF1A,6.665135
SLC25A31,1.772504
CUTL2,5.495805
GUSB,7.949874
CSTA,1.667965
EGFL7,4.167926
DCP2,9.227919
TEX14,1.956011
ICOS,2.370986
ARHGEF16,5.325784
LGALS8,2.173089
SMBP,7.469371
NDUFS7,8.938167
KIAA1912,2.392281
RGS22,1.494249
IQWD1,7.46251
FLCN,3.309393
LOC641847,2.507404
HIST1H4I,3.294068
POLR2L,6.500686
XTP7,1.734141
TMEM28,3.544282
FBXO43,3.090906
BPIL3,1.549293
HIST2H2BF,1.571055
NRBP1,6.094194
NOSTRIN,2.609388
CLEC2D,1.214231
CDKN2B,2.153005
ABAT,2.138533
ARID3A,9.517841
FADS1,7.861578
CXORF2,2.608141
OR10H2,1.848184
DFNA5,7.500093
PHC2,2.258473
OR4S1,1.627586
FAM83A,1.689492
WDR33,7.457094
SSH3,2.39857
ACY3,1.244953
FLJ46836,3.885715
EXOSC6,8.143026
F8,1.755751
CDC45L,8.223725
PDK1,4.40796
C1ORF71,8.330206
LRP10,5.47643
POU3F3,1.925622
AIRE,2.410629
KIN,2.570543
HK3,3.06933
SERPING1,6.993017
SCGB3A2,7.853964
GPM6B,5.753599
RIOK1,1.819554
FCHO2,3.199268
FLJ10847,4.172421
MAGI1,2.099932
RAD51AP1,8.677698
PLCXD2,1.466887
ZNF20,6.706716
ANTXR1,7.523652
PCDH7,5.556814
TUBAL3,2.270977
BCR,6.020697
METAP2,10.138435
FYTTD1,4.907069
TEPP,2.313839
MGC10433,8.445892
UBXD8,8.78846
PDPN,9.275104
AMMECR1,4.778302
WDFY3,3.001354
SAPS2,1.498008
NDRG2,4.163488
LOC92017,1.732353
SMAD1,2.316383
AK2,6.776973
GRM1,1.781377
WDR78,1.337821
TCEAL8,7.799522
MXI1,3.27037
LBXCOR1,1.907116
GABRG1,1.586019
ATOX1,9.137717
FLJ35773,4.131851
CT45-5,2.074255
PITPNC1,7.533402
ZNF664,5.047932
CYP2C9,1.186647
CCL15,1.540198
PIB5PA,1.86118
SERPINA12,1.68409
TMEM37,4.578708
TBRG1,2.526923
PHOX2A,1.820202
GPR23,6.307132
LIPE,2.4147
STON2,2.445147
C17ORF46,1.803996
F10,3.384956
EYA2,2.779853
C18ORF51,2.071252
TPD52L1,2.090176
MSL3L1,5.096416
SYT16,1.92614
BOLL,2.271892
GALNT7,2.425437
KIAA0907,8.120604
USP25,3.008748
LPO,1.782222
C6ORF139,5.811385
DPEP1,2.334707
EXOSC10,8.969018
MTR,5.675873
FAM84B,9.54858
NRM,6.012009
ZNF42,1.911713
GRPEL1,7.66867
CYORF15A,7.298674
LOC441070,2.255173
KCNG1,3.193697
CPNE1,8.170486
OPN3,3.996787
ALCAM,7.735691
COLQ,2.272525
PPM1D,6.34179
YTHDC1,6.103541
CHST6,6.230389
ZNF207,9.671983
FBN2,8.479664
COX10,8.056059
NAT2,2.506543
INSR,2.949781
FBXL18,1.91411
LOC401565,2.0541
CYB5D1,7.128395
GALNAC4S-6ST,7.29235
SCC-112,6.92466
RP1-112K5.2,7.859738
KCNA1,1.731191
CEACAM5,2.935612
POLG2,4.784435
IRF2BP2,6.335324
ZNF267,1.729978
TRPV1,1.487953
THRAP3,5.139847
GALNT3,5.836882
HSPB2,3.957991
ZNF644,6.613728
MGC18079,3.803258
CDX2,4.086982
LOC643298,3.486391
BAI3,2.314036
DKFZP779B1540,3.635273
SOX17,4.306291
ZNF592,1.474935
GJA4,3.654088
TCBA1,2.557395
PIP5K3,1.967593
C3ORF21,8.018115
MFAP3L,1.594876
GPR68,2.118693
MEG3,7.190371
RARB,2.188178
TMPRSS13,3.194244
MRPL13,8.476372
UQCRC1,9.267908
IARS2,8.886131
SYTL2,3.015585
GAPVD1,7.096875
GPR61,2.247186
DNAJB5,2.306079
GNGT2,2.327465
LOC649708,7.649718
DKC1,10.281904
CACNA1H,7.266762
NF2,3.680292
EMP2,2.934711
ODF2,4.068611
EIF3S2,9.934824
CCDC3,6.138277
ADAM33,2.207257
UXT,9.103008
EIF2C1,6.249343
SLC2A5,2.381355
TAB3,2.879572
IL12A,3.105339
IMAA,3.074966
UBE2J2,1.393674
PRODH,8.864856
HSPC023,8.980795
C3ORF23,5.583609
KCNF1,4.358639
FBXL4,1.555763
NPAS3,2.15203
ARPP-21,1.368023
PCDHGA11,1.900818
SVIL,7.492142
FBXW4,6.235718
MAP3K15,2.636162
EHD3,3.093512
CKB,9.785981
GALM,6.328011
HOMER2,6.739251
PC,5.734049
USP5,9.530571
LOC653084,1.646256
CCL3,1.521565
CIR,5.302168
LPIN1,6.514364
PHLDA2,3.246177
EVC,1.666778
RNASET2,8.434212
ECHDC2,7.602745
MKRN1,9.667754
EPS8L1,5.138478
THRAP6,8.176251
HMX2,3.252217
PCMT1,9.482419
DLGAP3,2.129747
EDA,1.912113
EPB49,2.401887
ACTA2,7.03887
MADD,1.94985
REPIN1,2.667877
CARD14,2.228715
AVPI1,7.357548
UPF3A,7.152785
TRIM35,4.467208
F12,5.348322
FGF13,6.549635
PCK2,9.409184
DUSP22,7.163942
ANKRD21,2.457171
UTS2,1.755324
TAF1C,9.270293
PSRC1,7.773407
EYA4,2.127123
ITGB1BP2,2.422242
MLF2,8.950983
FLJ20701,4.626887
CHMP2A,8.753879
ZNF613,7.091335
LMX1A,2.602504
THUMPD3,5.707006
MTA1,8.649302
HTF9C,3.043813
PROS1,4.879713
SAMM50,9.400099
LOC643542,1.582488
FLJ44076,2.245128
ANKRD30B,1.783085
TOB1,6.916799
EPHA4,5.906125
DOLPP1,6.950925
WFDC10B,1.938623
NR2F6,8.930561
NEURL,1.539543
HOXD4,1.302318
DLX1,2.428155
CD86,1.868261
PTPRB,2.196958
TNFRSF10C,2.469732
K6IRS3,1.716589
LOC387856,3.802846
PH-4,4.158747
C4ORF18,4.140946
ATF4,11.861117
ZNF615,6.712797
AKR1B10,3.949847
CHCHD1,7.117859
PUS1,2.836474
ECE1,3.53379
SMPD2,5.218998
RNF8,2.814267
ATP5F1,8.678221
FGF12,3.077747
FLJ44691,2.500766
FAM55B,1.373565
LOC643165,2.723706
ZC3H12A,4.567253
STK32C,2.195532
BMX,1.615567
PCDHA2,1.649645
MAP3K7IP2,3.345603
C3ORF60,1.746319
JAM2,6.043413
PIGY,9.414518
ZP3,1.746463
SLC38A3,2.04224
CRYZ,8.360038
CUL7,2.933961
ADAMTS8,4.673383
FBXO3,3.568513
PTPRCAP,3.034731
SMARCA2,1.944543
QDPR,8.954573
SPPL2B,4.2128
PRAMEF8,2.468295
TRIM55,1.417697
TCF7L2,7.334649
DNAJA1,10.66987
DPYSL2,10.934521
PDXK,8.357523
LOC389834,2.129161
FBLN1,8.841236
NBR1,3.220937
MYO9B,6.215525
SLC43A3,4.237975
C17ORF81,4.612697
GPR110,1.588561
FMO6,4.127129
RG9MTD1,6.998321
TFIP11,6.505648
SEMA4B,7.790971
BCAR1,7.005897
ELLS1,6.047761
