Gene,Exp
NEK3,1.590278
AKAP4,1.657864
C21ORF55,3.126822
C1ORF9,1.413882
PRKCZ,2.764647
TM9SF1,3.790727
NXF2,2.705446
PRKDC,6.100278
ITGB4,2.147499
DHX30,2.585033
ST8SIA4,2.510138
IL18BP,1.884947
GFRA1,1.593399
NAP5,2.976674
IFT81,1.750061
RNF12,2.283568
FRS2,2.094418
ZDHHC9,2.498665
SNX14,2.161605
ITGAX,2.567985
PCDH11Y,2.536938
LOC390748,1.911499
ACSS2,1.336971
NNT,2.495043
OVOS2,1.638309
ARPC2,1.671417
DLG3,1.86644
OCLN,2.072852
CCL15,1.483639
BCL11A,6.667374
TRIM34,1.696481
MARVELD3,7.088891
RPS15A,9.808271
PVRL2,6.206109
RAB37,4.047881
TULP4,2.783456
TRAF5,2.133846
OSGIN1,1.815364
SERPINA1,1.30511
DNASE1L1,2.667278
NIN,1.555452
GNLY,1.993105
HSZFP36,5.8068
HMGCLL1,1.789397
SOX6,1.252082
CDC16,9.734894
NCOR2,5.141451
BTN2A2,2.796145
MAPK10,1.7832
CASZ1,2.621813
AGER,2.619523
PTPN7,1.743528
SCML1,1.154867
RAD51,6.428542
CD34,1.599582
STARD13,2.563349
CACNB4,2.316515
PARL,7.988854
2012/03/08,1.213685
BBS7,5.326918
METRNL,3.510704
KLHL5,2.320938
GLRX2,4.810019
KLC4,1.656746
BAX,1.760633
P2RY14,1.509559
SLC30A5,2.697458
BOLA3,1.57828
PRDM2,2.987542
SORBS1,1.420303
BAIAP2,3.254807
MRPL43,8.681778
SAMD3,2.367609
GNAL,1.910477
2012/09/10,1.142711
XAGE1,1.486341
PRMT2,5.790814
LOC131149,1.68005
TMTC4,4.689786
C7ORF28A,4.4904
STEAP2,1.991275
ABCA7,1.585241
CG018,2.540783
BID,1.865537
C10ORF53,1.74685
MLL5,6.022469
NLGN4X,1.813014
TBX20,1.527415
MFI2,3.534969
BCKDHB,1.783085
TGM5,2.569541
APTX,1.853464
NAIP,1.763277
DDX11,3.729127
RGS3,1.740748
CRYBA2,2.181225
ACTR3B,6.077921
KIAA0319L,2.4088
LPA,1.578988
KLK15,1.927965
WTAP,3.39289
GSDML,2.26141
TSPYL2,3.872069
CCNB1IP1,1.581118
DPP8,1.076626
C20ORF71,1.279594
TSPO,5.377996
NEDD9,4.279077
SORBS3,2.566773
G6PD,1.943497
SRGAP2,4.272688
CD3D,1.962007
AIRE,10.505908
FCGR1B,0.929743
CTLA4,1.573116
CCNY,8.277192
MDK,6.304915
KIAA0368,4.336152
DPH3,6.048786
PARP10,2.598324
SULT1A3,2.928597
PMS2CL,4.881945
TRIM13,7.692352
EEF1G,11.880836
ABCG1,2.312184
PDE7A,6.109365
C19ORF29,5.817015
TBX1,1.692928
C20ORF7,2.150737
KCNIP3,1.631622
SOCS5,1.86383
RUFY3,4.403754
MAPK8IP2,1.675003
WIPF1,2.751333
FEZ1,6.773146
HNT,3.379207
MGC3196,7.242361
HFE,1.254463
FAM125B,1.426645
RXRG,1.900614
ACADVL,5.584578
SPAG9,7.708088
PIGN,2.742114
GRAP,2.832622
KLK5,2.132403
UPK3B,3.530001
ZBTB8,5.697348
DIDO1,4.214371
MID2,2.618995
NIPBL,7.290151
UTY,1.707924
LETMD1,4.530656
PPP2R2B,2.615318
EDNRB,1.912313
CYFIP2,1.75981
FUSIP1,1.553605
C14ORF118,4.866454
OTUB1,3.80876
HIF3A,1.38312
UBE2C,5.294762
SLC2A11,2.834096
FHL2,1.351178
FRMPD2,1.995148
NBPF3,4.935328
C21ORF51,5.519828
NCALD,1.639212
LGALS8,2.63384
SORBS1,1.862796
VPS13D,1.984687
CEPT1,5.028151
BCAP29,1.873422
SLC12A6,1.906651
LILRA5,2.095107
ZNF436,1.3955
PCDHAC2,1.698656
SLC38A1,6.238185
GYPE,1.385696
F7,2.131115
ZFYVE1,2.72723
PAIP2,2.986435
MAGEA11,1.778635
ST3GAL1,3.499111
C11ORF17,2.198631
C21ORF41,2.002861
ITGA6,3.153288
CAPSL,1.563557
NET1,4.750478
HPS1,6.446659
CYP4Z1,1.938522
CD68,1.867749
MAGEA11,1.175037
C15ORF44,4.187241
MAPKAP1,5.373958
SUSD4,1.035476
LFNG,1.747881
ABL1,2.395666
RRBP1,5.997574
VPS13B,2.405801
KCNK10,1.250552
AKAP4,1.887253
C11ORF63,1.984847
PHF20L1,2.349969
BAG5,3.913939
GOLGA7,3.134617
CHRNA1,1.563744
DRD3,1.632219
PDCD10,2.080881
MANEA,1.470107
CENTG3,5.16259
ZNF331,3.42603
DNAJC12,3.023147
FNDC3A,2.185434
RFX3,3.266459
ARID4B,7.148479
SLC9A6,1.78104
CDY1,1.284327
PACRG,2.343733
GLUL,1.754829
AADAT,3.851038
F11R,1.978815
C6ORF204,4.776942
TP53BP2,2.600797
LIMK2,3.674578
APBA2BP,1.523857
KIAA0258,2.781404
KCNJ1,2.402921
WDR74,6.635217
ZNF197,5.150588
ICA1,1.945452
ALG8,1.84695
PGM5,1.774029
CACNB1,1.539214
2012/03/02,1.557243
SDCCAG3,3.547256
VCX3A,1.539436
FARP1,3.664878
ATXN2L,4.935914
LOC126075,1.374047
SCN2A2,2.036799
ALAS2,2.343458
CHRFAM7A,1.579971
ZNF654,2.867255
LOC345222,1.668918
TROVE2,7.35107
PKN1,1.485341
ASB11,2.439912
COL4A3,1.359004
TRPV6,1.312478
FGR,3.093169
GIYD1,4.097211
GCOM1,2.2244
WDR33,3.123892
SYT15,2.681218
TRAPPC6B,2.284891
IL15,3.2737
ELK4,2.495212
SLC4A5,6.995055
FBXO3,2.304433
CCDC46,1.863428
C16ORF35,2.633081
C1ORF102,3.541857
TEX11,2.624708
KIAA1543,3.60978
EBAG9,3.306281
ZNF706,3.128305
ANKZF1,2.970662
RNF38,3.052541
ZAN,1.864542
ACSL5,2.151242
RAD51L3,2.610153
MKKS,6.210387
SUPT3H,4.724544
GGT1,2.007204
NRP2,3.417575
PCDHGB6,2.57458
AGL,2.684433
SPTLC1,6.20523
ZNF586,4.851706
GAS7,2.090113
PKD1L2,1.99303
LOC594834,2.362309
SLC44A4,10.884939
MOCS2,6.003064
GHRHR,2.1416
DTX2,8.045752
SPRED3,1.705588
RHBDF2,1.567128
OPRM1,1.454976
ECE2,5.59083
SFRS12,5.042112
ADORA1,1.873823
RORC,2.216849
H2AFY,1.642566
RNF6,1.191838
RAPH1,3.723415
DIAPH3,6.064652
C3ORF60,2.416001
LOC344405,4.374248
PCDH8,2.211907
DNASE2B,2.049553
TFAP2A,1.677834
LRRC45,6.154693
CPNE1,5.335933
RALGPS2,4.799064
RASGRP2,1.164216
DPH2,4.603129
MAP2,2.882556
SCMH1,2.366581
AP1G2,1.539067
DIXDC1,2.220703
ALKBH1,4.085404
POFUT1,9.625279
METT11D1,4.575114
NSL1,2.092221
ALOX15B,2.439398
GDAP1,4.716755
TSC22D3,2.824732
UBXD5,2.219983
CCR2,1.984362
RUFY1,2.179473
PRKAR1A,2.300754
YWHAB,6.936614
UBXD5,2.141248
ATR,1.608163
SDCBP2,1.970156
PPFIBP1,2.394921
KCNK2,2.133965
MGC15523,5.191991
LCK,4.394173
AGL,1.924318
DIP2A,4.058024
MUTYH,3.434887
ERCC1,7.526506
CDKL5,2.743145
MEN1,1.818436
PRKACB,2.740736
TPM1,5.929298
CTBP1,6.447456
ACSL6,1.467829
PDE11A,2.003756
PAOX,2.950328
LOC441282,1.962892
VCX2,1.478616
LOC285074,7.615675
NFATC2IP,3.73029
WDR16,1.419194
MBOAT1,1.505049
RABL2A,3.250986
MEST,4.416345
CUTL1,7.31816
ZNF493,4.114366
HISPPD2A,1.801801
EIF3S9,7.971395
SSX4,1.727438
PDE7A,6.287842
RAB24,5.558856
GGA1,13.277812
FAM55D,1.83528
PHACTR4,1.529176
PHF16,2.313699
LOC57228,2.337972
LOC390243,1.732996
WTAP,8.618816
FCAR,8.233505
SLC29A1,2.044316
PKLR,1.471269
SIAH1,2.468185
MGC13057,1.766056
EIF4G2,8.730661
BCL2L14,1.155644
CAMK2B,2.329411
ZNF483,6.815634
LCK,1.736144
WHDC1,3.347973
LAMP2,8.030695
RCP9,1.45632
P4HA2,2.954221
AKAP11,1.679084
FGA,1.377466
PACRG,1.850973
TCF19,2.626233
FLJ43987,1.574809
FYB,1.910427
ANKRD36,3.868631
SERF1A,3.967558
SMOX,1.44787
CAMK1D,0.990104
LOC124512,4.680307
CEMP1,2.080711
HK1,1.426455
VPS41,5.851188
DEPDC7,2.704798
GPATCH4,4.220605
STEAP3,1.357013
PSMD10,4.329264
WDR7,2.612137
RGNEF,1.784366
PALM2-AKAP2,2.04322
LAT,2.256978
ZNF74,3.443446
CNGA3,2.485815
DHRS9,2.117775
STAP2,2.855076
RTBDN,2.031064
DYNC2LI1,3.00563
RTN1,3.350467
PSG4,1.53089
LRRCC1,2.694463
SYN3,2.820345
MIB2,6.97038
QRICH1,1.367529
MLH3,4.228854
PHYH,6.492335
IQSEC3,2.48201
TBX5,1.852131
TFAP2A,5.452627
TBXAS1,1.316664
HPS4,1.5772
PDE5A,1.994146
DNA2L,6.266372
SART2,2.485328
PDZK5B,1.743653
PALM,2.664501
APOL3,1.302949
ZSWIM3,6.175313
LOC221091,1.497062
C9ORF84,1.900542
SCN3A,1.990853
GPR177,8.149051
C20ORF24,9.358735
DUSP4,1.855732
AK5,2.290748
FLJ20152,3.73321
SPATA7,2.370725
LOC253012,2.140055
C21ORF34,2.172286
PCDHA7,2.252162
MAP2,2.442784
KCNC4,2.553843
LOC146167,1.845032
C1ORF183,1.967029
CLDN18,2.74917
UGP2,5.945241
PCTK3,2.862285
WDR23,4.559136
VSX1,1.643965
STK31,2.094199
OPA3,6.477887
COL9A1,2.334902
AP3D1,2.803804
PHF11,2.051735
HNMT,3.313719
PSMB8,2.112521
CIDEA,2.491332
LHX3,2.602074
FLJ40296,1.516648
ABCF2,1.955662
SP100,2.022079
ODZ2,1.895082
ZNF3,2.056385
FBXO11,8.139746
USP48,6.159474
DNAJB2,1.938223
CSH2,2.499012
SORD,5.482957
PABPC5,2.496928
ZD52F10,8.508457
LBR,1.587735
PPIL3,2.021377
ACSL4,5.863675
ASAHL,2.676008
C13ORF23,1.600913
DMPK,1.712878
DIP2A,5.541068
KCNIP4,1.490698
C6ORF48,2.019217
TDP1,9.020938
SEC14L1,5.440327
FAM89A,7.037705
PCDH11X,4.207537
KIAA0101,9.926984
CTPS2,4.334612
PAICS,5.411274
COL11A1,1.701829
SR140,7.652553
ADD2,2.960868
HYDIN,2.136354
CAPS,2.739729
GTPBP8,7.992879
ADAMTS13,1.694879
EPHA3,2.948227
FLJ10120,4.035491
DNM1L,7.907957
CSNK1D,6.456647
LOC388419,4.453995
HIF3A,2.230897
C14ORF138,1.453334
UBTF,4.143948
DST,3.796643
SAR1B,2.546904
PFKL,1.809107
G6PC2,2.042875
C14ORF24,4.763314
SYF2,2.002201
ACCN4,1.766909
LOC152573,2.925262
OTUD4,1.805141
PLAG1,5.126405
POT1,2.115917
PSMC4,8.154726
CMTM1,1.93974
CYLD,3.07684
SOX6,1.49245
FTO,5.853205
HSFY1,1.147878
TTYH2,1.979944
AGPAT3,1.981924
NOBOX,1.993963
PHKB,5.961789
UNC45A,2.295663
CDY1B,1.562532
CEP63,1.865991
HIP1R,1.73063
C3ORF34,10.866222
PCDHA12,2.493204
GAGE1,1.953808
ZNF266,2.381205
CCDC34,7.806417
CPEB1,2.733485
DNAJB14,2.095366
KIAA1622,2.810404
PDE4B,2.933303
KIAA1618,3.596282
GLB1,1.953333
TCERG1,5.12906
DKK3,1.920329
ANKRD20A3,1.319101
PIK3R1,1.497283
TEPP,1.844921
KCNIP1,2.420479
VWA1,2.646441
FXYD2,1.941081
LOC143941,2.463449
HAX1,4.70802
ARPP-21,1.807201
SERHL,3.413398
FCGR2A,2.514834
SEPN1,2.082957
TRAK1,7.432447
COBRA1,6.074086
SIL1,1.785108
VAV3,2.17063
UBN1,2.289105
MEGF9,2.243499
ARHGAP28,4.911562
FBF1,2.472053
DSCR1,1.916355
PTGER3,1.486783
TSPAN4,1.942338
DDR1,2.225677
SEC22C,7.603277
IL16,1.611395
TIRAP,2.063053
SNX7,3.413968
ZNF626,4.808997
FLJ21839,5.194217
RPL21,10.996891
ICA1L,1.718396
PCDHA3,3.754204
CCS,7.275601
PSMF1,1.726413
SLC6A15,4.399873
FAM13A1,2.552098
PPP2R2C,1.770297
RASSF6,1.824409
PDE4DIP,1.878713
FAM102A,4.479485
HSFY2,1.96278
CT45-5,2.344749
RAB3IP,8.250749
SIRT5,5.246637
SSX4B,2.57771
RFPL3S,2.559979
GLIS3,1.402888
CFL2,1.879776
SLA,1.84717
COL4A3BP,5.508925
CLEC12A,1.502551
CHN2,2.089233
UBTF,1.122142
TANK,2.738501
TXNDC5,1.362727
TMEM151,1.596877
PCSK6,1.151287
DUOX1,2.662416
GAD1,4.690529
SLC26A6,2.074795
COX15,2.045975
SSX2,2.422903
ING5,4.34219
RASA1,1.389716
EFTUD1,4.331382
UBE2D3,2.466809
ADAM32,1.605297
USH2A,1.260321
FLJ32569,1.793521
ARHGEF1,2.446317
PPIL5,2.765978
MTHFD2,1.589977
KCNG1,2.502303
TOP1MT,6.839616
ZNF623,2.861331
RHOBTB1,1.383407
C20ORF179,2.656982
CTNND1,4.356704
AKAP7,1.600287
LAMA3,2.454774
MGAT5B,1.68314
STAG2,3.767211
CREBBP,4.661858
MARVELD2,4.642586
AKAP11,6.814218
PRKAG2,2.035166
ABCC6,1.289151
RAB28,5.811699
STMN1,1.80097
2012/09/04,2.361779
S100PBP,6.754296
CEP63,2.253868
CTDP1,2.648004
CDC25C,6.294495
SNURF,4.157782
IL17RD,2.30799
RFWD2,1.950655
PDE5A,3.743863
CEP170,3.367038
ASCC3,5.396657
AMY1A,7.692854
PRDM1,2.699167
NSUN5,4.709016
RNASE4,4.31719
FAM129B,1.643425
RAE1,3.860469
MLL3,3.044315
PDE8A,1.651396
C9ORF72,3.611732
FAM13C1,1.827572
BMP1,1.008861
RGPD5,1.80133
NEK10,3.201584
C10ORF59,1.974345
NY-REN-7,1.518289
LUC7L,2.02374
TRO,8.088265
A3GALT2,1.65016
MAZ,3.491727
AFG3L1,1.499602
OR2A7,2.15805
VAMP1,2.057465
NGDN,2.310787
PCNXL2,3.671499
HHLA3,1.675362
ACBD5,2.003331
NBPF1,3.204229
BRWD1,1.909519
PTPN2,2.259587
PPM1A,2.110212
CASP2,5.206136
PCDHA9,2.046963
MGC3207,1.982385
ATG9A,2.709798
WHSC1,3.314798
MATR3,6.350208
SMC2,2.62349
PDE4B,1.24172
GH2,2.183823
SLC5A12,2.199236
PCDHGA9,2.726111
C9ORF72,2.16702
MAP3K3,2.00135
PTPRA,1.51619
CAPN3,1.684502
GCDH,7.868179
EMR4,1.785971
APOBEC3F,5.65741
KIAA0738,10.796069
MPG,2.23869
ARHGAP8,1.3241
NCBP2,3.319714
LRRC4B,2.963501
ATRN,2.432044
CDRT1,1.565292
CSAG2,2.089697
TRPV4,1.953493
C14ORF43,1.918298
ST6GALNAC4,2.803451
PODXL,1.508778
HYDIN,1.739337
MAGEB1,2.031615
C1ORF34,1.895214
PEG10,5.456302
PLEKHG5,1.875489
LOC222967,2.064332
PLEKHB2,7.109372
KCNMA1,5.550208
UBE2G2,3.225442
P2RY2,1.945639
MTMR14,5.980383
SEZ6L2,3.06149
RALGDS,1.904595
LIPT1,3.44374
GPR173,2.499878
IGF2,1.974835
CKLF,2.025819
PRDM1,2.201104
OTUD7A,3.473917
FOXR1,1.532637
COLEC11,2.735005
RBM3,3.731808
BNC1,2.040389
PPP2R2B,6.74905
TLR10,1.694522
MOBP,1.944874
BOLA2,6.930463
ARID5A,2.178879
TBX18,2.488264
TAOK2,2.418268
C10ORF53,1.911636
RREB1,2.641346
KCNQ4,1.510095
MAPT,1.677448
HS6ST2,1.677192
KIR2DL5A,1.709486
RPS29,7.855395
LMX1A,1.281047
HAGHL,4.509846
NRG1,1.901347
THOC3,8.344898
MRRF,3.063253
ENTPD8,2.244644
BMP2K,5.39903
CROP,7.552088
SIGLEC6,1.855424
RABGGTA,3.538198
ZNF41,1.796976
KIRREL2,2.479324
P2RX2,5.319129
TMEM150,7.284905
TNFRSF25,2.64283
BBS5,2.443696
CPM,6.052804
ATP5S,5.820164
KCNH1,2.076185
DMP1,1.643425
DYNLL1,10.937898
COMMD5,7.745512
LOC594834,1.890437
HMG2L1,5.176721
CACNA1I,4.55304
IKZF3,1.653779
KCNQ2,5.653621
ETFB,8.204925
UBE2C,10.726918
C10ORF78,4.049694
ATP8B2,2.761559
MACF1,7.890863
MEIS3,3.966873
PDE8B,2.383893
PDE8B,1.790684
THAP1,3.940155
MSI2,3.010197
CCDC50,8.197995
TMDCII,2.025503
ABCC5,2.640844
HFE,2.153499
LRP8,3.957668
CERKL,1.419839
ALDH18A1,7.92819
FCGBP,4.222986
CSF1,1.332011
TRPM3,2.521665
KCNC2,2.275552
MBNL3,2.288557
SLC4A8,5.145374
SCD5,1.867497
FKBP1B,4.872831
LOC643226,2.734408
MITF,1.630234
GRIP1,3.44146
MAWBP,2.219804
PPP1R1B,6.890339
SAA1,2.410985
KCNK7,3.387482
EIF4H,10.143912
CACNA1G,2.957247
TAC4,2.562123
RFNG,2.869461
CTH,7.889388
NDRG4,6.880058
BRUNOL4,1.818528
ZBTB16,2.397939
PCDHGA5,2.16765
DBI,10.990962
LDB3,2.248303
POMT1,6.518655
CHAT,2.210655
PRAME,2.391999
FUS,5.861133
USP33,5.09428
MAGED1,9.272118
PDE9A,7.232968
MTX2,9.033244
SP8,4.546739
UNC13C,1.853564
MINK1,1.764167
CCDC108,1.432234
ACPL2,7.370616
CPNE1,7.657458
OSBPL5,4.251895
LOC338328,1.642298
ARL6,2.473626
C6ORF25,1.834308
UBE2A,8.061599
SLC37A3,7.285608
AGTRAP,6.35162
IL22RA2,2.359401
CD46,8.33771
NPFFR2,1.978433
COL6A3,5.658335
ATP5J2,9.874149
VCAM1,4.726596
FAM108A2,4.789409
BMF,5.311219
CYB5R3,10.513233
FLJ21839,8.346441
MAPK8,2.474382
MYADM,9.503677
WFDC3,1.860635
AKAP12,5.579915
TMEPAI,5.07172
SMARCD3,3.706571
GPS1,6.846497
BIN1,7.714831
RBBP6,1.689028
RDM1,5.554156
AMZ2,3.338364
E2F6,2.507546
PSG6,1.806415
PDZK5B,1.512289
FXYD5,8.617557
ZDHHC14,5.085026
MOG,1.844153
ZNF565,4.334944
HTF9C,2.030707
TARBP2,7.303723
C21ORF58,2.750348
PTPN20B,2.322022
DIABLO,9.42629
ATP5J2,10.388571
FOXK2,2.99419
RPS26L,10.006229
MAPT,1.934447
NLRP3,2.105519
ATP2A3,3.929067
RUFY1,5.702331
DNAJC12,3.05494
MRPL52,7.404028
COL13A1,3.297215
BRCA1,4.924451
ITGB5,9.266387
ADD3,7.669885
COL11A2,3.254108
SNHG3-RCC1,3.471961
TROVE2,9.350865
HMGA1,12.113792
PTRH2,8.539589
ADCY6,5.404565
AP3S1,7.807277
TMUB2,6.222662
TES,3.512904
USP6NL,7.086907
CACNA1G,2.594092
GP2,1.739337
CUTA,9.577521
PRAMEF10,2.686031
ZNF160,4.731495
CYB5A,8.161614
FUT6,4.580336
SRP54,9.319987
PCBP2,11.893433
INTS6,3.937636
LILRB2,2.019121
PAIP1,4.154177
SEMG1,5.086802
NRAP,2.457619
IRF5,2.194922
LCMT1,9.347761
EXOSC9,6.996315
DPP8,5.444276
AJAP1,4.239119
LPAL2,2.21426
DGUOK,9.87937
MIA3,4.67854
DEDD,7.611863
NLRP1,1.463617
MBNL1,4.428037
FAM98B,4.869185
SSX3,1.678716
SPAG6,1.977711
TCP1,4.144245
IL1RL1,2.466581
RHOC,9.1334
ATG4A,4.518954
AIFM1,7.698497
OSBPL9,9.130276
ZNF682,9.529383
PAM,8.99176
CDC42SE2,7.255882
CPNE7,2.299311
TCF12,7.880708
CTAGE5,2.427321
TSHR,1.381383
PAX6,1.719283
PTHLH,2.055213
S100PBP,5.092797
LRRC23,4.013792
HYAL1,1.809336
ZNF275,2.458371
FGG,6.247122
CAMK2B,1.544006
PEX10,3.622711
N6AMT1,4.894607
LYK5,7.503669
TACC2,7.726791
PTPRD,7.358376
PSRC1,4.625944
LBH,7.344149
C21ORF55,2.069996
IQCB1,6.718454
UNC13A,1.547304
AP1S1,8.004349
HOP,4.269484
MAGED4,4.101338
GPBAR1,1.824175
MRPL11,9.634103
ZNF629,3.925335
FOXP4,1.636088
ETNK1,5.507445
RWDD1,9.900945
RBPJ,4.092068
PTPRO,1.751212
PANK1,8.257305
SERPINA11,1.438693
LILRB1,10.23633
ANK1,2.234898
APTX,8.161166
CSN1S1,2.03839
CXORF48,1.511814
HSD11B1L,4.764335
INTS1,7.31271
SEMA6D,2.875375
TBL1Y,3.278521
ITGB4,2.698097
SPIN2B,3.832814
SHANK3,5.961536
TCF19,1.726904
SLC3A2,6.681406
MMP23A,2.921836
ELMO2,7.20162
ITSN2,2.781692
REC8L1,6.192039
TMEM132A,7.287184
PSMA3,7.966378
EIF5,3.129997
C9ORF127,4.130729
CENTG2,2.004955
HCFC1R1,4.322522
TGIF1,9.89041
ABHD12,7.07811
EEF1B2,12.404361
BNIP1,5.13424
RANBP3,7.767714
FAM19A3,1.864665
DUSP27,2.038507
MATK,6.737417
FAS,3.224104
CSMD3,0.968464
TTC23,4.601297
PAX8,2.229944
ADARB1,4.400873
APEX1,10.373039
BTF3,12.388596
GYG2,8.742989
CAMK2D,4.337534
OSGIN1,1.988166
NOX1,2.020329
RUFY2,3.111634
ACYP1,5.181425
DGKA,4.417545
DGKA,4.886499
MAGEA2,1.973122
VDR,2.2003
RPL3,12.789989
RPL3,13.224852
NOL6,8.673405
ACRV1,2.02669
BCAM,4.023642
MAL,1.692056
CLK3,6.401885
BACE1,1.992205
MAPK8IP3,2.01173
SLC45A2,2.038015
LOC400464,3.549202
APBB3,5.775049
RGPD5,1.723925
NBPF7,2.171562
UNC45B,1.993687
UBE2D3,10.2554
UBE2D3,10.924222
CXCR4,2.518071
RTN3,6.855445
PAX3,1.403972
ADAR,8.654856
BAX,9.913536
FLJ46109,1.084917
MUC4,1.720126
POTE8,2.149597
WIPI2,7.130954
GRIN1,5.23641
POLR3H,1.471532
DIAPH1,8.455394
HNRPD,12.257455
PPP1R8,6.549211
P2RY10,1.842165
RAD17,5.585566
SH2D3C,2.917069
CASP10,1.896333
DCLRE1C,5.982979
PPEF1,1.995914
GRIA4,1.680874
CLEC4M,1.57456
SSX4,1.862146
STATH,1.684574
MAFF,4.302357
LOC645974,2.285551
OPA1,2.104768
RORA,4.684847
RORA,2.415076
NCKAP1,8.285991
LYPD5,2.723467
ARHGAP5,2.373398
CSF3,1.744921
CAST,4.365203
NOS2A,3.172575
PPHLN1,6.335662
EYA1,2.662687
MAPKAPK5,7.566103
ZFYVE27,5.027459
MINA,1.896486
EYA2,6.403678
CDH26,2.945876
ERP29,11.639915
RBPMS,7.976181
CSF3R,1.777359
SON,6.380783
NR1I2,3.059067
SDHC,6.811666
TRIM4,4.538221
KRIT1,1.506275
EPB41,4.5008
OTX2,6.523079
NUP62,6.671147
C9ORF58,6.997929
WAC,8.031835
TPD52L2,7.031242
RPAIN,9.750958
MOCS1,7.189243
LOC164714,2.088298
PARD6A,5.284176
LAIR2,1.613991
C20ORF55,6.650173
WARS2,2.732781
CLEC7A,1.937702
SCRIB,4.972407
GNL3,8.863305
SLC6A20,1.17054
UBE1C,7.383439
SLC45A1,1.553438
GABRE,2.541028
CHCHD7,4.29626
TXNRD1,8.016366
CDC14A,3.131848
SLC7A6,4.303296
GARNL1,6.405419
HFE2,1.936443
USF2,6.92375
EYA4,1.871434
TAS1R1,1.291672
PARD3B,1.858156
IKIP,4.538794
IKIP,4.362882
NGDN,8.389697
DHX40,6.289394
ODF2L,3.095498
SLC29A4,2.670412
LOC150383,5.425211
ARRB1,4.628983
TYSND1,3.354837
PHF6,4.271318
PQBP1,8.027019
APOL2,3.376712
B3GALNT1,6.160428
MSH5,4.188452
BCAS4,7.91148
KCNIP2,2.698562
CASC4,6.456101
AKT3,2.490007
FBXO44,1.966368
CD3D,3.097845
HDGF2,8.017631
ICK,1.583426
MYL6,12.376569
NTRK1,1.824797
SORBS1,5.179777
CHI3L2,1.92023
C19ORF6,7.730679
LDHC,3.519763
ZNF596,1.948861
CASP1,1.623533
CASP1,1.747367
NRF1,2.174043
ANXA6,3.3579
NR2C1,6.88741
BACE2,3.876534
CD151,10.452034
NUP98,3.991407
LAT2,2.501317
DHPS,7.926971
MAEA,7.837817
GEMIN7,1.857057
KIF9,2.251764
POT1,4.758053
CALCA,1.52544
STAU1,10.570589
SSBP4,7.182934
LOC389072,1.811631
LOC146909,2.784654
TRIM23,2.328801
RERE,7.014699
IL5RA,2.278808
MAL,1.647433
SLC25A25,4.07147
CORO2A,6.197871
AZIN1,7.282661
EXT2,6.318735
DACT1,6.737732
MADD,4.864988
ACTL6A,8.532739
SMTN,1.681924
CMTM1,1.41619
OSBPL3,5.497639
NOL1,5.738401
INS-IGF2,1.528823
CLDN14,1.729826
CD83,5.309922
MST4,8.95625
DMAP1,7.345571
IHPK2,6.365764
GH1,2.153384
CLCC1,2.33055
DNMT3B,11.579549
SREBF1,5.483395
COLQ,2.15795
MYO1C,5.342198
WBSCR19,1.273315
NFIC,1.905771
TRIM10,2.098535
POGZ,2.771329
GIMAP6,2.086428
TPTE,1.595587
C9ORF116,6.196106
PCDH11X,3.60886
MYO7B,2.29978
TPST2,9.003958
ECM1,2.570155
PMS2,4.919926
BOLL,2.063366
RAB27A,1.808553
RBM12,8.812922
CEP170,4.017906
SPRY1,8.278095
ABCG1,2.107765
ABI1,5.810127
CNIH,8.814061
MYBPC1,1.641043
CUTL1,3.633698
NUDT1,9.213307
ABCE1,8.580355
SLC43A3,5.917603
OR4L1,1.520867
TCEAL4,7.105189
TATDN3,5.839085
PAQR6,3.186875
EIF3S8,4.036307
OCIAD1,9.764212
CDC2L2,4.00386
LEPR,2.832317
PQLC2,3.261865
NR1I3,1.326919
FRMD6,6.037969
MYO18A,2.199713
NSF,6.359481
SMC4,8.819672
ARF1,6.670609
PTK2B,2.280154
NKTR,5.34526
TNFRSF10B,3.669263
CBFA2T2,5.045045
MS4A7,1.876781
FCGR2C,1.756779
CUL4A,7.345346
C21ORF66,4.461224
CHKB,6.614209
TNFRSF6B,4.724046
NUMB,8.059104
TCOF1,4.229283
UBC,12.774057
PRKD2,3.852529
MBP,2.887417
CAPN10,1.959159
ACACA,8.887244
C3ORF17,4.044729
GABPB2,1.292738
TRIM17,3.243086
AP2B1,6.43522
RPL41,13.750439
CCRL1,1.364113
WRNIP1,8.55933
ACOT7,9.002299
CSNK1G3,5.977924
VPS13B,1.987713
KCNMB2,1.676608
MSRB3,2.63763
ARL5A,8.146526
CAPN3,1.931964
SLC25A3,11.675975
ZNF16,4.929821
LGMN,7.468554
DIABLO,7.018295
AES,8.186278
BCR,5.938129
ACHE,3.000134
PTBP1,12.567424
FKBP1A,8.765377
TM9SF1,4.513488
FSHR,2.292002
SUMO2,10.950588
RNASE1,3.67561
CD59,2.214431
STAG2,2.189094
HISPPD2A,5.658902
TAGAP,1.701508
NXF2,1.815066
DNAJB12,3.661963
THYN1,8.39239
TNNT3,2.586049
WHSC1,3.722736
PRKDC,5.308325
SLC22A2,1.609575
FLJ20105,5.982455
FLJ20105,5.010781
ITGB4,3.430586
CREB1,9.560425
ATRX,1.882534
IL18BP,4.787259
SEC24B,6.353695
MIER1,1.724709
BTBD3,7.361868
GFRA1,3.685236
NAP5,1.784258
GJB3,2.393692
HNRPC,8.514221
