Gene,H1hESC_rep1,H1hESC_rep2,H9hESC_rep1,H9hESC_rep2,hNSC_rep1,hNSC_rep2
PAX2,2.373851,1.953808,2.420145,1.39275,1.806415,1.985679
EMR2,2.173475,2.583095,2.198219,2.252347,1.668077,2.13878
ATP6V0B,4.836204,5.629958,5.083708,5.221463,5.659544,5.998964
MIZF,6.142638,6.221566,6.326797,6.42671,6.657543,6.534755
CD8A,1.691896,1.799743,1.643752,2.246518,1.249146,1.797452
TPM3,2.207336,3.175035,2.589655,4.075292,2.120715,2.723587
LRRC48,2.337181,1.711952,1.616318,1.701829,2.403678,2.775694
IL1F7,1.56768,1.945612,1.915756,1.406875,2.017918,1.826049
ACOT11,1.852894,2.535779,1.831079,2.544756,2.776697,2.017483
NUDT4,2.058298,1.41262,1.6886,1.752482,1.388425,1.373565
NAT5,8.399532,8.186799,7.853107,8.042911,8.858763,8.854246
CD8B,2.595823,2.495212,1.907332,2.477653,1.919617,1.975727
RCC1,5.891247,5.547768,5.278266,4.990427,4.995513,5.170634
SPAG8,1.61106,1.68059,1.44556,2.571005,1.794663,1.751357
PARP2,6.314959,6.408112,6.395187,6.419892,6.887851,6.850348
C14ORF140,4.276728,3.524969,3.877644,4.582662,4.121511,3.687535
GNRH2,4.125734,4.228854,4.161399,4.394173,3.45263,3.684001
GLRA3,1.858716,1.839531,1.525166,2.345193,1.806641,1.307741
ATXN2L,4.822596,4.74644,3.686116,3.242315,2.517575,4.270237
PON2,8.781533,8.898273,8.624182,8.551662,11.482831,11.537719
EGLN2,9.572936,9.530571,9.724553,9.523814,9.938282,9.806582
CYFIP2,5.977097,5.624826,5.943118,5.809405,7.147003,7.313617
C3ORF60,8.598332,8.704504,9.128259,9.178154,10.50447,10.505908
TUSC3,8.349684,8.505249,8.269981,8.340504,8.082964,8.110377
DYRK1B,3.257574,3.389723,3.073345,2.945194,4.991945,4.384723
FUSIP1,7.219956,7.096043,7.18619,7.152785,5.890169,6.015073
PAK4,3.303731,4.475039,3.981354,4.078957,2.896482,2.857567
C1ORF117,2.037929,2.730002,1.339632,1.794345,1.375393,1.983525
OTUB1,6.092921,6.232119,5.991382,6.309147,6.425737,6.416464
ANKRD7,1.92843,1.895332,1.480651,2.179473,2.791896,2.206511
NQO1,2.391552,2.239995,2.311711,2.319623,4.07445,3.496939
HMGN3,2.576057,2.64256,2.074909,2.527296,2.221137,2.602362
KIAA1147,8.449902,8.415807,8.488053,8.507426,8.369173,8.404295
CLUAP1,5.814438,5.937796,6.060006,6.397181,6.858884,6.939284
MGST1,9.707141,9.689914,9.217339,9.58054,2.798742,4.03499
LSP1,2.10085,2.156143,2.425077,3.671499,3.473592,4.334247
CACNA2D2,2.649375,3.049127,2.712078,2.97213,1.99975,3.243856
TPO,1.948325,1.999184,3.312982,2.442949,3.038677,2.069067
CYFIP1,8.068498,7.926343,8.322979,8.097818,9.469479,9.434147
FAM3B,3.823485,4.083675,4.02743,4.543914,1.142711,2.406687
GSTT2,4.20618,4.335362,2.383893,2.578461,4.11155,3.581773
PSAP,10.88839,10.709416,10.646377,10.689428,11.779281,11.691266
ATRN,3.390519,4.133,3.596819,2.436821,4.851364,5.005403
MTP18,7.846816,8.091161,8.368761,8.68111,6.668151,6.833536
INCENP,6.253486,6.26748,6.322936,6.639705,6.643808,6.821975
GIT2,3.155713,1.7313,4.093104,4.464033,3.513522,2.573123
BTNL3,2.100261,2.262609,1.70723,1.700577,2.172047,1.529176
FHL2,9.191993,9.101767,9.329965,9.344519,8.734109,8.866514
LILRB4,1.890256,1.82451,1.578545,1.954921,1.737642,1.24331
HADH2,7.583874,7.417932,7.675949,7.810132,7.807277,7.864996
RNF121,7.686326,7.678818,7.172532,7.429036,8.145829,8.144797
CDC2L5,6.968725,6.847365,7.222647,7.013831,6.099172,6.39216
SLC41A3,6.997129,7.059894,7.103158,7.009783,7.472605,7.263039
FRMPD2,2.012674,1.593019,1.625433,1.231625,1.766348,2.286125
PFDN5,10.729413,10.519584,9.373267,9.725745,10.718219,10.646377
C21ORF51,6.618511,6.498203,6.279304,6.580801,6.998321,6.951546
PCDHGA10,2.277544,3.92456,2.832824,2.151937,1.638624,2.601872
SPINLW1,1.714193,1.535743,1.694195,2.563349,1.717274,2.492836
CACNG6,2.559102,2.125059,2.599107,1.995914,2.382784,1.674771
WTAP,3.905894,3.689151,2.567447,4.085837,2.584813,3.01095
GTF3C2,6.881534,6.987086,7.079169,7.110161,6.74447,6.606971
TH,1.995821,1.903181,2.130563,2.082757,3.273386,4.052754
C6ORF205,1.974454,1.625694,2.394006,1.928383,1.766909,2.020623
NCK2,4.260867,3.326205,4.241345,4.422571,5.077341,4.929821
LGALS8,5.197074,4.966455,4.901351,5.196691,6.273003,6.192694
EIF2B4,9.146036,9.000681,8.939873,8.975948,8.803236,8.898967
VPS13D,1.735948,1.796687,1.870403,1.402681,2.168965,2.600354
BTBD7,5.203877,3.956509,4.067128,3.788879,1.847293,2.203557
ADD1,4.279639,4.146546,4.01016,4.108048,6.143267,6.186344
CEPT1,6.359952,6.797412,6.289071,6.51122,6.542504,6.564599
MRPL42,6.781462,6.706716,7.064644,7.164424,5.980957,5.908677
MOSPD3,4.821441,4.945139,4.995901,5.314203,6.38606,6.412558
PLAGL1,1.415365,1.576988,2.295663,1.979646,1.689861,1.752724
CD47,2.785507,3.046669,3.249907,2.759368,3.623922,4.077739
GRK6,4.857837,5.331925,5.441046,5.446912,5.072359,4.799871
AADAT,2.31695,2.130242,1.836917,1.27159,2.160593,1.653779
IL1RAP,2.228277,1.661516,3.706571,4.332355,2.264228,1.166125
NETO1,3.857452,2.871231,3.530001,4.069021,5.18694,5.12687
SPHK1,3.054316,2.685816,2.104387,2.406687,6.900637,6.92466
TPO,2.006748,1.683225,2.11752,1.163396,1.719564,2.157451
DDX59,2.63678,3.090906,2.348251,2.656503,1.877429,2.255467
CPSF4,5.218564,4.920306,5.017222,5.035052,4.726596,4.462286
BCLAF1,7.638811,7.502469,7.54613,7.449176,6.964762,7.018963
CPN2,1.844271,2.164607,1.648317,1.561991,2.641719,1.698536
THYN1,8.88964,8.903156,8.743678,9.065694,8.572045,8.710781
TERF1,2.191585,1.720271,1.745447,1.767098,1.436027,1.3931
TERF1,7.256284,7.219956,7.380166,7.443134,2.667278,2.914521
FCMD,10.926839,11.182914,9.971722,9.36601,10.125074,10.004258
LILRA5,1.950565,1.567776,1.56286,1.817533,2.001202,1.598806
AURKA,9.300965,9.199612,9.803474,9.85465,8.591342,8.491108
CASC5,2.542033,3.120837,3.187707,3.504824,2.427799,2.014437
VIP,1.643854,1.611395,2.099258,2.167543,2.817322,2.371302
PRKAA1,6.459596,6.339612,6.689504,6.786625,7.225359,7.103158
CCNT2,4.052024,3.858015,4.244379,3.861681,3.893886,2.267475
FOXP2,2.469189,1.213054,1.641043,2.049226,1.80015,1.451525
CCRK,4.827473,5.379703,4.749619,4.446095,7.31271,7.453963
TCEA1,9.616531,9.500913,9.880757,10.074987,8.152998,8.171003
DKFZP547C195,5.717678,5.725335,6.093192,5.914466,5.563355,5.528562
ZNF436,2.656719,1.587915,2.054303,2.701396,8.214433,8.040174
G3BP1,7.413645,6.99006,7.452031,7.357819,6.141395,5.575089
NTRK2,2.662853,1.555143,2.279452,2.512598,3.50341,3.742071
KCNJ1,1.757266,1.875751,1.294288,1.513738,1.784366,2.482396
BAT1,3.598027,3.644841,2.480759,3.52012,2.642332,2.677564
NBN,3.373344,4.125734,3.829499,3.058635,4.265622,4.870381
MAD1L1,5.35081,6.280714,5.921135,6.015073,6.813325,6.724597
ADAMTS14,2.725885,2.659678,1.564194,2.641346,3.662391,1.823054
ARS2,10.217516,10.363669,10.305055,10.157863,10.269231,10.325845
F7,1.603938,1.619614,2.285963,2.669293,2.512267,2.634391
HAP1,1.321911,2.012784,2.84593,3.4723,2.627044,3.440719
RSRC2,7.864062,7.970312,7.97469,8.348548,7.731584,7.630585
ZFYVE1,4.582171,4.973661,4.294756,4.594151,5.738854,5.458776
CYP11B1,2.287708,1.664555,1.402888,1.91985,2.201806,2.370725
ATF4,7.876458,7.78461,7.587581,7.658008,6.60209,6.553353
TMPRSS3,2.358557,1.874594,2.474648,2.270977,2.608141,2.572328
RBMS1,8.388218,8.005365,8.238323,8.113383,1.570309,1.650038
TIAM2,6.125843,6.300897,5.92172,5.778181,6.536856,6.403678
ADK,2.157451,2.07328,1.870923,1.347703,2.496375,1.719687
FBXO21,6.979419,7.02259,7.266762,7.444959,6.840416,6.814218
NXF1,7.990455,8.265395,7.649718,7.381725,8.350521,8.358842
ABCC11,1.974522,1.827708,1.629092,1.52529,1.477749,1.274552
CHRM2,2.193351,1.900295,2.62254,2.507404,1.951199,1.674205
TAZ,5.463892,5.682878,5.526956,5.568807,5.934887,6.083255
HPN,4.514368,4.219762,4.622626,5.111375,2.872975,2.804689
ASB3,6.119341,6.033295,6.158394,5.922649,6.846933,6.883873
PLEKHG5,2.13444,1.335607,2.426102,2.177457,1.790779,2.262286
DYX1C1,2.310017,1.857632,2.015097,2.499878,2.283114,2.246822
PCBP4,6.598291,6.509718,6.667374,6.705178,6.765796,6.628023
EDN3,1.780841,2.268797,2.271404,2.503758,2.914759,1.493035
SLC35C2,6.065801,6.177706,5.68192,5.780429,5.729772,5.765387
TP53I3,7.683158,7.83542,7.236451,7.107315,8.829649,8.842633
ILK,6.051601,6.114369,6.049519,6.395595,6.29857,6.262666
TBCE,6.939718,6.8996,6.889911,7.224882,5.87023,5.708927
C11ORF17,6.20061,6.442556,6.752837,6.653061,6.165076,5.978626
PCDHAC1,3.329341,2.152318,2.15795,1.842533,2.960146,3.541857
SS18,3.771833,4.237513,4.252944,5.473117,4.548274,4.74644
DSC3,1.932155,2.380539,2.191585,1.496862,1.549293,1.826943
A2BP1,2.332712,2.114317,2.40231,1.937353,2.271147,1.559582
AP2A1,5.69783,5.949288,5.911405,5.755582,6.121132,5.906439
ITGA6,6.61757,6.813325,6.964762,6.653895,6.462863,6.308878
CAPSL,2.329592,1.959813,2.000867,1.894959,3.003506,1.920421
CDKN2C,1.891967,1.899338,2.368353,2.577064,1.785108,2.890355
NET1,7.045724,6.391639,6.672219,6.935467,4.618565,4.63804
ERGIC3,9.896728,10.100092,9.63872,10.001668,10.309978,10.432879
ERGIC3,8.179253,8.222189,7.711606,8.237891,8.637486,8.646009
NCDN,3.918058,2.829848,4.222179,2.887137,3.165155,3.717863
CAMK2G,5.338113,5.048886,4.389673,4.725844,6.165645,6.129335
BCL2L11,3.945736,3.355499,4.024508,4.518954,3.274367,3.86757
CYP4Z1,1.188777,1.477047,3.515454,0.895796,1.513327,1.953333
PTP4A3,4.533937,4.627832,5.184067,5.416775,6.108209,6.01459
IL1F10,2.194822,1.750491,1.903627,1.605572,1.770958,1.761743
CTSB,8.100421,7.852266,7.027807,7.008264,8.960844,8.98823
RAC1,10.721887,10.683378,11.179521,10.976289,11.800719,11.816609
MS4A6A,1.748327,2.644695,1.782354,1.780188,1.541182,3.138781
SFTPB,1.888355,1.913176,2.33055,1.949395,1.847979,1.874832
PPP2R5D,5.663757,5.625224,5.581436,5.784308,6.386972,6.383535
CD68,6.203991,6.12781,5.462883,5.092797,4.984645,5.389257
CDC2L1,1.646343,1.710035,1.519244,1.772113,1.784942,1.553048
CES1,1.830383,2.89784,1.505254,3.023147,1.729671,2.064045
NFATC3,5.846013,5.580749,5.682878,5.38791,6.467832,6.232433
MAGEA11,1.746148,1.907016,2.420854,2.164495,2.042875,2.10187
DDR1,3.707981,3.720625,3.27037,3.234229,5.293801,5.684197
INVS,5.198332,5.228696,6.231271,6.124131,5.939935,6.170197
PPP2R2B,7.338387,7.167352,7.291024,7.742744,7.328915,7.504638
MAPKAP1,7.870532,7.878679,8.113862,7.969918,6.80258,6.930463
UGCGL1,7.070484,6.398844,6.371518,5.541529,5.82603,5.635118
SUSD4,2.85068,2.748734,2.763811,2.323211,2.214772,2.925802
SNX21,1.880213,2.181093,2.03366,2.873777,2.004861,2.215996
FLJ20097,3.183335,2.780736,3.133609,3.198315,2.593497,1.932841
LFNG,2.473452,2.526724,3.225865,1.647037,4.11799,2.975246
PRNP,7.294896,7.070939,6.815934,6.905144,9.025482,9.078374
TAF1A,1.405506,2.03839,1.752357,2.303606,2.2843,1.538663
ACSL3,8.542788,8.54425,8.62267,8.564591,11.291318,11.195029
TPM1,11.472351,11.51887,11.30315,11.26574,8.322295,8.289667
CAV2,3.010577,3.641003,2.777893,1.926062,3.514485,2.745959
RRBP1,9.437471,9.485222,8.780005,8.720075,9.115348,9.134671
LOC51057,2.300629,2.18278,2.64283,1.749941,3.258972,2.000636
SEMA6B,2.144453,2.216915,2.805414,2.098038,2.031237,1.801137
DCX,3.25928,3.391058,4.572343,4.674172,7.769883,7.797837
ZMAT3,10.915876,11.14074,9.907911,9.19396,9.26569,9.197167
SSBP3,7.560423,7.404993,7.331013,7.089395,5.196024,5.004966
C1QTNF6,2.070916,2.478936,1.616195,1.675989,4.041234,2.523245
PHF20L1,5.437267,5.045045,5.204781,5.553873,5.597539,5.264413
PHF20L1,4.148559,3.912138,4.115828,4.035491,3.509321,4.159394
ZNF588,2.294021,2.127618,1.61128,3.492199,1.971492,2.093493
WDR20,4.658348,4.541409,4.630996,5.234313,4.352201,3.829815
ABCA12,2.160493,1.366601,2.415827,2.573123,2.433552,1.725128
PMS2L3,5.148416,4.884007,4.652029,4.291659,5.683791,5.759714
PDLIM5,5.701845,5.694812,5.47258,5.56767,4.798016,4.020423
SNX14,6.34229,6.83915,6.508086,6.838743,7.159857,7.185639
NDRG2,6.6881,6.47194,6.184155,6.340611,8.804041,8.807895
CCDC85A,1.545242,1.746963,1.929649,1.72246,1.569114,1.814338
RRAGB,4.382705,3.816543,4.064183,4.618175,4.625944,4.426717
BAG5,8.715605,8.659307,8.625318,8.34132,8.58293,8.657612
MAGEA4,1.648844,1.972841,1.518289,1.817651,1.889694,1.702232
TRIM36,2.261816,2.364194,3.178868,2.650284,6.961448,6.794513
PAP2D,1.81942,2.014993,1.461354,1.502078,2.876771,3.44146
CHRNA1,1.281672,1.413882,2.05378,1.802406,2.354136,2.248776
OS9,5.267669,5.017978,5.229935,5.287416,6.175313,6.185984
DRD3,1.673193,2.410293,1.322386,1.688069,1.817914,1.922627
VLDLR,6.604732,6.773146,7.245338,7.354596,7.497676,7.367428
SGK2,1.40093,1.350347,2.290748,1.814807,2.012085,1.605453
TRIM15,2.215106,2.347025,1.627113,3.06361,2.008531,2.619195
BICD1,4.501102,4.400873,4.871113,4.675457,4.906057,5.119505
AP3M1,7.547005,7.354596,7.664325,7.703698,8.056059,8.024774
CENTG3,3.64219,3.545857,3.507108,2.750672,4.692933,3.920956
ZNF331,5.08263,5.418252,5.131924,4.909927,5.507042,5.007985
HNRPH2,6.976651,6.984872,7.217017,7.443532,6.987086,6.934849
FBXO38,3.707407,4.496862,4.89993,4.513997,3.283625,4.051484
L1CAM,2.717634,3.396183,4.119114,4.793768,4.005942,4.230014
TRPV4,2.909175,1.818528,3.098282,3.043063,1.952861,2.458632
U2AF1,6.664636,6.6881,6.480704,6.348752,5.59083,5.550734
C19ORF12,2.116279,2.273395,2.053503,1.922229,3.545857,2.490562
ZDHHC16,7.675081,7.611863,7.433561,7.492142,7.800229,7.826321
TRIM31,1.874921,2.065632,3.029577,2.154648,1.830383,1.775743
ZWINT,5.838321,5.708541,5.186114,5.590316,4.783631,5.009617
TBX20,1.524591,2.101652,2.204255,2.009724,1.719687,1.985911
FNDC3A,5.94193,5.790814,5.746775,5.773587,6.093192,6.235396
CES2,4.487669,3.886214,4.527124,2.961471,5.040851,4.923348
TCL6,2.039895,1.842533,1.35287,1.68243,1.470508,2.522257
DKFZP434A0131,1.803348,1.461354,2.040952,2.076922,1.989957,1.899338
PPARA,1.39976,2.281125,2.198857,2.165469,4.202714,4.531188
PILRA,4.016931,3.807695,3.284345,2.877071,2.947531,2.258686
RASSF5,3.253793,2.947531,2.585878,2.794664,2.679294,3.662391
CLK2,6.24879,6.234756,6.532513,6.202838,6.003064,5.911906
CASP7,2.098165,2.137093,2.271768,2.21426,2.546516,2.553447
ARID4B,5.622514,4.868199,5.551697,5.186114,4.200198,4.21076
RAD51,5.890169,5.923858,5.284597,5.474035,5.93259,5.909952
PAOX,5.760484,6.110943,5.957235,6.146164,6.44982,6.567267
RTN3,8.752085,8.860605,8.698777,8.776809,10.11927,10.01612
SLC9A6,1.54508,1.105646,1.159372,1.648766,1.889939,2.286971
RBM23,8.522126,8.50334,8.844487,8.771181,9.525909,9.524876
C20ORF132,1.679467,1.90177,1.465217,1.743204,3.120477,2.471305
PAGE5,1.838211,1.767312,1.415806,2.037234,1.857057,1.39409
TACC2,6.584255,5.98452,6.305638,6.24879,7.05682,7.234011
CDY1,1.795949,1.975727,2.198425,2.054303,1.640301,2.109284
SMAP1,6.031009,6.100946,5.651056,6.446058,5.04707,5.340112
BCL2,1.749799,1.679576,1.763908,2.118015,1.953808,1.747769
ZNF226,3.082443,3.151473,4.111189,3.767211,4.067764,3.223034
SFXN4,7.107955,7.08445,7.12403,7.054373,7.600047,7.492787
TNFSF14,6.850729,6.792363,5.75932,5.131924,5.835569,5.836882
MAX,4.639777,3.88385,4.206654,4.467515,3.459915,3.840923
RYK,7.214832,7.111578,7.187858,7.407456,6.394793,6.580131
NOXO1,3.522951,3.128589,2.989283,3.262177,1.795019,2.337825
CSH1,1.550026,1.641531,1.908659,1.692526,1.914866,1.657209
BRE,7.340519,7.492142,7.871194,7.993276,7.712905,7.78461
LSR,6.310976,6.443427,5.855397,5.442175,2.434518,3.349691
SDCBP,8.435426,8.429065,8.544696,8.479126,9.431,9.488927
RBBP8,8.543319,8.41161,8.233035,8.127396,8.752085,8.611216
ADHFE1,2.404314,3.309393,2.319333,2.605521,1.847557,2.069626
PXDN,8.370413,8.525624,8.312722,8.214433,7.255638,7.059365
YIF1B,7.997001,8.349684,7.669885,7.93045,7.271084,7.09407
PACRG,1.694996,1.974966,2.070333,2.435989,4.301898,4.890822
YAF2,2.026511,1.886067,2.422903,3.573293,1.982912,1.871434
RFX5,1.727995,1.916756,1.562642,1.526003,2.023474,2.329411
ALDH3B2,1.711536,1.980013,2.449207,1.818335,3.241183,2.220538
PTPN5,3.118569,2.369638,3.489401,3.179863,3.207111,3.34186
GSG1,1.731405,2.169623,2.270361,1.41216,1.918097,1.491576
SLC16A3,6.569418,6.493047,7.29448,7.848809,6.390396,6.258592
THOC4,7.554936,7.419922,7.75303,7.754861,7.000549,6.775442
CLCNKA,5.401093,5.766549,5.090602,5.40508,2.90443,3.017729
GEMIN8,4.635229,5.139018,5.930463,6.160428,5.108589,5.456302
GBA,6.872528,6.744949,6.190185,6.159121,8.310952,8.438152
C20ORF121,7.072169,6.919786,7.067539,6.833048,6.935467,6.956612
CSNK1A1,5.819791,5.637731,5.703447,5.956788,5.658572,5.306567
MBNL2,3.581025,3.70522,1.413182,2.047272,5.536702,5.390901
FECH,2.173209,2.489863,2.758874,1.938882,2.215106,1.945338
RPS6KB2,8.632215,8.615766,8.132321,8.308414,7.709049,7.653746
TPTE2,2.095232,1.198608,1.875848,1.89164,1.959237,1.453334
ILK,9.703856,9.641913,9.626329,9.768867,10.443915,10.600437
PPARG,2.661322,2.448381,1.485341,2.464616,1.158044,2.343645
PCDHA6,3.321092,3.162173,2.415209,2.22512,1.781135,2.243906
AXL,7.769118,7.933516,7.696823,7.55074,5.998369,6.123395
EZH2,7.114231,7.379809,6.981921,7.064376,7.407456,7.387334
SNUPN,7.085474,7.190064,7.360154,7.381002,7.325351,7.613839
MAPK8,3.107913,2.570205,3.186245,3.227229,2.770105,2.69774
PDE11A,2.103993,2.368606,1.739617,1.732694,1.764322,1.770958
TRPT1,8.095393,8.161166,8.439222,8.46356,8.450432,8.473179
ENSA,8.130983,8.403333,7.98775,8.13711,7.424339,7.55441
MYLK,3.242753,3.496546,2.872609,2.44696,2.591845,2.815569
USP44,8.308414,7.902616,8.332714,8.196539,2.013981,2.607634
OGT,7.077516,6.998868,7.213404,6.877663,6.803563,7.090172
BTN2A1,6.664232,6.658764,6.501907,6.380783,6.942872,6.872898
MB,3.308618,1.981924,2.798091,3.146624,2.837601,1.755907
FSCN2,1.684909,2.122387,2.027735,0.953899,2.128765,1.455525
APBA2BP,4.032975,3.856952,3.770793,3.148499,3.025789,3.970129
PPP2R5C,8.080104,8.050164,8.27604,8.583627,8.45585,8.398086
C9ORF24,3.15375,4.019073,4.270848,4.41813,3.252948,2.026881
FCAR,1.360804,1.361532,1.966178,1.576596,1.812735,1.670729
MAP4K1,5.843984,6.084468,6.08921,6.504262,1.739894,2.484591
ALDH8A1,2.283422,2.090371,1.384324,1.517958,2.492713,3.35102
PDCD10,3.648875,4.273237,4.151915,4.356704,2.850869,3.204229
NEK11,1.652592,2.734408,3.16616,2.479324,4.250846,4.20618
MGC15619,2.448186,3.101336,3.828158,3.046317,3.425575,3.138084
CD276,8.525065,8.662866,8.440902,8.226095,10.014486,10.007841
ENO3,4.391297,5.492609,4.506155,4.938297,3.80987,3.292129
TRSPAP1,3.368607,1.870517,3.286644,3.674278,2.937987,2.909626
XBP1,10.42052,10.340583,9.821282,9.644202,9.384907,9.352873
SNX1,4.008865,3.835937,2.954221,3.917012,5.98945,5.753599
NY-SAR-48,5.140881,5.45171,4.734154,4.904784,5.867744,5.75125
NOLA2,8.541279,8.599076,8.362409,8.592218,8.211716,8.162466
BRPF1,9.611906,9.337394,9.306136,8.868683,9.26362,9.331729
ICA1,7.215756,7.31816,6.942872,7.038236,5.183135,5.294762
GMPR2,8.746427,8.677698,8.955352,9.131604,7.230652,7.205511
PTPRS,2.51138,1.688474,2.281768,1.96278,3.911801,4.193955
MGC41945,2.758575,2.458632,1.912821,1.669681,2.23617,1.837372
ALG8,8.271661,8.189067,8.071931,8.199445,7.895255,7.727734
02-Sep,10.526832,10.689428,11.153628,11.223517,12.166393,12.344735
ATG16L1,7.48319,7.479433,7.845202,7.592419,7.341183,7.719643
ITM2C,10.747864,10.743772,10.32769,10.397269,11.947608,12.027546
IFT122,5.721286,6.392699,5.903304,5.71817,6.40739,6.33196
FGL1,1.475685,1.466991,1.559983,1.959237,1.861505,2.046578
CACNB1,1.876531,2.084867,1.489244,2.093912,2.521834,1.584455
CD79B,3.947199,4.305817,4.2418,4.237124,2.463111,2.991313
SEC23B,8.722722,8.689426,8.562589,8.714707,8.934506,8.890676
URP2,2.679294,3.416983,2.430961,2.423066,2.15696,1.41619
URP2,2.972774,1.919045,2.950041,1.978433,1.848597,1.83269
PRDX1,12.333842,12.218076,12.257455,12.353439,11.794921,11.800719
PRDX1,11.630866,11.726973,11.646776,11.800719,11.16941,11.306758
LOC144501,2.602726,1.72131,2.067958,3.979174,3.113251,1.675064
FN1,4.752814,4.871689,2.844847,2.184259,2.176514,2.440234
ABCC9,2.12613,1.325446,2.464123,2.231588,3.83662,4.199739
ZNF706,5.67953,5.148665,5.758751,5.946121,7.065103,6.983313
SPDY1,2.711654,2.145321,3.122994,3.277567,3.313312,3.48382
PKM2,9.052813,9.022692,8.962683,8.911656,9.035592,9.036284
VCX3A,2.617216,3.471961,3.50763,3.408845,2.335843,1.996188
NR5A2,4.214947,3.600704,3.603736,4.044729,3.062751,3.068157
SGK3,5.951036,4.967601,4.809379,4.38919,4.449617,4.44036
UCRC,5.372898,5.68044,5.359562,5.630741,7.678818,7.468554
UCRC,5.580381,5.511961,5.408781,5.42773,7.383439,7.362676
NSFL1C,7.153349,7.063181,7.194155,7.201325,8.024044,7.951285
DDX52,4.444403,4.025403,4.162709,4.339135,3.64059,3.132076
KIF27,3.914293,3.037612,2.365142,2.634766,2.028464,2.812357
JUP,5.560357,5.179283,4.839556,3.762609,2.491107,3.378566
SCN2A2,2.946442,1.65306,2.27022,2.045358,2.234627,2.256978
WT1,1.572287,2.269951,1.767908,2.01256,1.953333,1.859789
NUDT6,6.36042,6.28821,6.303526,6.843521,6.14036,6.107808
CTF8,4.777755,4.736895,4.954826,4.903269,3.397321,3.587947
GPR126,3.448591,3.768731,2.517309,2.592247,2.16765,2.604344
SEC61G,11.09128,10.909599,10.796069,11.130448,11.182914,11.241352
TPK1,2.544249,1.85381,2.975378,1.875136,1.613043,2.293544
ACOT9,5.886818,5.419132,5.876504,5.986134,5.136235,5.072359
CASP6,6.800697,6.378313,6.264721,6.165076,6.292491,6.265221
ALAS2,2.377386,2.646782,1.862712,1.585241,2.055482,1.643854
TCF7,2.509392,2.295089,2.299185,1.861375,1.792663,2.179237
CHRFAM7A,2.144329,2.278921,2.491815,1.731842,2.122685,2.257765
ABTB1,3.808267,4.585423,3.697316,3.016907,3.744316,4.145104
AMACR,4.83701,4.716755,4.576431,4.906057,4.205694,3.731808
PIGA,3.81206,2.823677,4.051171,4.124226,2.940967,4.038165
PSMF1,8.147472,8.083872,7.945432,8.080609,9.514596,9.67366
DSCAM,1.631003,1.958562,2.068568,1.916995,2.945194,2.843542
PRCP,8.166715,8.18085,8.184507,8.354246,9.026982,8.949377
ZNF654,4.053827,2.062217,3.71945,2.826426,2.612137,3.353852
DSCR1,5.891749,5.893656,4.937811,5.366635,9.137717,9.221503
SMOX,4.899088,5.317625,5.683791,5.007985,5.251397,5.391314
BCL7B,5.195511,5.113953,5.356898,5.878909,6.398844,6.355753
LOC345222,1.687592,2.042513,1.458716,2.164835,2.093131,2.519481
ANKRD5,1.916295,1.583633,1.860124,2.332901,1.42291,3.068638
EPHB2,4.106573,4.457956,4.137085,4.531188,3.526684,3.6719
OSCAR,2.344568,3.297456,3.254807,2.999124,2.764288,3.266118
FAM96A,7.791505,7.868179,7.827122,7.957476,6.756749,6.784874
WDR17,2.370254,1.805803,1.943884,2.571446,3.354159,3.764749
UFD1L,3.187296,1.827322,3.043063,3.59311,4.314798,4.637135
CARS,8.418437,8.065826,8.326118,7.917282,7.234353,7.243863
FBXO25,1.965021,1.045124,2.791732,1.562166,1.643491,2.539568
C14ORF29,2.801348,3.079143,3.289509,3.695773,1.451001,1.778635
SUHW4,3.842672,3.493887,4.120081,4.988515,2.288638,2.967569
CAMKK2,4.845583,4.457443,4.91187,4.493926,3.534217,3.754204
LIMK2,4.659875,5.154586,4.655993,4.749112,1.85466,2.090813
SPAG1,2.700563,3.543122,2.947152,3.080657,3.781476,3.312081
HFE2,2.2135,3.388701,2.088015,1.822867,1.650285,2.276269
PKN1,6.74447,6.971444,6.998321,6.536856,6.310976,6.002515
PKN1,5.595182,6.179124,6.382284,5.961152,5.987484,6.018567
TUBG1,9.134671,9.055326,9.299286,9.262984,8.868683,8.794927
ATP2B4,7.210351,6.86833,6.492335,6.596575,7.866617,7.95402
STARD7,9.112359,9.032557,9.248073,9.112989,8.942323,9.114739
CD40,2.929069,2.361779,2.941856,2.299943,1.954745,1.940077
GEM,3.405297,3.203745,4.302357,3.729127,4.33871,4.730234
TCF20,7.541206,7.591139,7.35152,7.162873,6.840991,6.93879
GRINL1A,5.382863,5.132593,5.949846,5.631353,5.482185,5.585566
TRPV6,1.802002,1.321911,1.92614,2.067893,2.008187,1.621915
AIPL1,2.903609,3.108131,2.556818,2.643311,2.507546,2.220371
TSEN34,8.67265,8.639684,8.691008,8.721321,9.785981,9.836199
FGR,2.124754,1.616435,1.886724,2.356451,1.753598,1.632219
CUTL1,1.987503,2.57458,1.366985,2.344242,1.825456,2.597536
IL32,5.089745,5.012213,4.28481,4.114366,2.929372,2.159832
FBXO17,4.637135,4.960438,5.10072,4.967827,2.698313,3.851984
GIYD1,5.649553,5.717678,5.914021,5.787899,4.896214,5.108589
UBA52,7.385899,7.383026,7.214331,7.394527,7.645718,7.389282
GGT1,4.718818,3.502129,3.864782,3.720625,3.638324,2.082579
